mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_REG__bootstrap,param_REG__max_features,param_REG__min_samples_leaf,param_REG__min_samples_split,param_REG__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
9.884031724929809,0.14754902019725594,0.1978463649749756,0.035995822445128015,False,0.25,5,12,100,"{'REG__bootstrap': False, 'REG__max_features': 0.25, 'REG__min_samples_leaf': 5, 'REG__min_samples_split': 12, 'REG__n_estimators': 100}",-0.34583479729184824,-0.35150270082407215,-0.35753610833756255,-0.4442254541694899,-0.4946054780498563,-0.39874090773456583,0.05997866289568141,1
