mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_CLF__criterion,param_CLF__max_features,param_CLF__min_samples_leaf,param_CLF__min_samples_split,param_CLF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
20.05994415283203,0.10068086870319609,0.30286731719970705,0.05370545473489822,gini,0.35,2,16,100,"{'CLF__criterion': 'gini', 'CLF__max_features': 0.35, 'CLF__min_samples_leaf': 2, 'CLF__min_samples_split': 16, 'CLF__n_estimators': 100}",0.9418513127392312,0.9406005714593778,0.9383147339479218,0.9227658932114207,0.9107004226688519,0.9308465868053608,0.012191660835404202,1
