mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_CLF__criterion,param_CLF__min_samples_split,param_CLF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1453.1618848323822,104.48445898860928,22.318610906600952,33.74601769443842,gini,60,250,"{'CLF__criterion': 'gini', 'CLF__min_samples_split': 60, 'CLF__n_estimators': 250}",0.6070666120371768,0.5776915197584775,0.5885061189282441,0.5601871819201242,0.47283352921514293,0.5612574748287232,0.04675657028469297,5,0.7121735309736184,0.7164387106513055,0.7159939403414758,0.7170783251882182,0.7178715833737668,0.715911218105677,0.0019728440068893733
1450.8379615306853,105.41811984973818,23.262025165557862,34.93697730658579,gini,72,250,"{'CLF__criterion': 'gini', 'CLF__min_samples_split': 72, 'CLF__n_estimators': 250}",0.6098807495741057,0.5792225996010567,0.5891746185778209,0.5618692314327611,0.4772759130069116,0.5634850977846688,0.04581423291318108,3,0.6977009356375193,0.7026616133571263,0.702065890699718,0.7034603036829578,0.7053453016335113,0.7022468090021665,0.0025275673941269903
1458.9567857742309,92.87042551361007,22.149374961853027,33.47906893708131,gini,84,250,"{'CLF__criterion': 'gini', 'CLF__min_samples_split': 84, 'CLF__n_estimators': 250}",0.6108942703728463,0.5798587524933959,0.5896598199363847,0.5625916501337014,0.4733726534617168,0.5632759211857078,0.04758481341035255,4,0.6865762567490707,0.6918146089525524,0.6915234865679366,0.6927157601912777,0.6956493611515445,0.6916558947224765,0.0029297280760894307
1456.6432598114013,70.29476540611708,26.395734786987305,27.63678775872388,gini,96,250,"{'CLF__criterion': 'gini', 'CLF__min_samples_split': 96, 'CLF__n_estimators': 250}",0.6124684622517413,0.5805164698905602,0.5914820205941022,0.5641011817476063,0.4769200910041728,0.5650981297024301,0.046806083981388254,2,0.6773277049520591,0.6835634458108028,0.6827817282965567,0.6843487097652428,0.6884549032292846,0.6832952984107891,0.0035687260007957466
1441.369434785843,100.91470216811912,28.216738414764404,32.211745378721716,gini,108,250,"{'CLF__criterion': 'gini', 'CLF__min_samples_split': 108, 'CLF__n_estimators': 250}",0.6135143294589525,0.5811202760256617,0.5918593994285406,0.5646942120244975,0.4764456616671878,0.5655272651992677,0.047276652959903985,1,0.6699094553031589,0.6760481753634986,0.675530624457515,0.6773968337830443,0.6817402555393822,0.6761250688893197,0.003798442736418013
