mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_CLF__criterion,param_CLF__max_features,param_CLF__min_samples_leaf,param_CLF__min_samples_split,param_CLF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
27.78789429664612,0.18372695849671394,0.37008395195007326,0.080186351119535,gini,0.85,17,19,100,"{'CLF__criterion': 'gini', 'CLF__max_features': 0.85, 'CLF__min_samples_leaf': 17, 'CLF__min_samples_split': 19, 'CLF__n_estimators': 100}",0.9259798371879886,0.924459539597822,0.9204269771955361,0.9068511170533943,0.8859548865694816,0.9127344715208444,0.01499234208906805,1
